Date,Ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits,Sector,Percent Change,SMA_20,SMA_50,Buy RSI,Sell RSI,Price Change,Gain,Loss,Avg Gain,Avg Loss,RS,RSI,Middle Band,Standard Deviation,Upper Band,Lower Band,EMA_20,EMA_50,MACD,MACD Line,MFM,MFV,CMF,Low_min,High_max,%K,%D,Signal,SMA_Signal,RSI_Signal,BB_Signal,CMF_Signal,STO_Signal
2024-01-31 00:00:00-05:00,TDG,1030.090996156435,1041.8641114885263,1028.9544633732394,1034.9310302734375,312000,0.0,0.0,industrials,,,,25,90,,0.0,-0.0,,,,,,,,,1034.9310302734375,1034.9310302734375,0.0,0.0,-0.07409298118343201,-23117.010129230788,,,,,,0,0,0,0,0,0
2024-02-01 00:00:00-05:00,TDG,1041.352617560927,1057.8994018777828,1037.8102888190074,1054.8211669921875,228100,0.0,0.0,industrials,1.9218804091220232,,,25,90,19.89013671875,19.89013671875,-0.0,,,,,,,,,1036.8253290085565,1035.7110356349572,1.9848785083158873,0.39697570166317747,0.6935419820089423,158196.92609623974,,,,,,0,0,0,0,0,0
2024-02-02 00:00:00-05:00,TDG,1055.8251038080523,1069.7293051187091,1052.926887339811,1064.368408203125,188100,0.0,0.0,industrials,0.9051051978944846,,,25,90,9.5472412109375,9.5472412109375,-0.0,,,,,,,,,1039.4484794080392,1036.8348541670423,4.509839609757364,1.219548483282015,0.36188982012853227,68071.47516617693,0.27897746653829425,,,,,0,0,0,0,-1,0
2024-02-05 00:00:00-05:00,TDG,1060.5513705837277,1079.5795659141709,1059.9736234376123,1075.090087890625,230800,0.0,0.0,industrials,1.0073278767828597,,,25,90,10.7216796875,10.7216796875,-0.0,,,,,,,,,1042.8429183111425,1038.3350594111043,7.563293436401864,2.488297473905985,0.5420288487621926,125100.25829431404,0.5430736623751634,,,,,0,0,0,0,-1,0
2024-02-06 00:00:00-05:00,TDG,1081.3318737701982,1082.1653696947917,1068.2232455362505,1080.318359375,287100,0.0,0.0,industrials,0.48631008166331036,,,25,90,5.228271484375,5.228271484375,-0.0,,,,,,,,,1046.412007936272,1039.9814633312571,10.466169903683522,4.083871959861492,0.7350460663255258,211031.72564205847,0.5725261460376054,,,,,0,0,0,0,-1,0
2024-02-07 00:00:00-05:00,TDG,1080.0910829291045,1089.363710896381,1080.0910829291045,1086.3896484375,369100,0.0,0.0,industrials,0.5619907326218643,,,25,90,6.0712890625,6.0712890625,-0.0,,,,,,,,,1050.2194022697222,1041.801392158953,13.30850802278701,5.928799172446595,0.3585286783042336,132332.93516209262,0.5281453428393068,,,,,0,0,0,0,-1,0
2024-02-08 00:00:00-05:00,TDG,1092.2714468246318,1094.1847068375218,1050.2938423032422,1068.9241943359375,442600,0.0,0.0,industrials,-1.6076602098227033,,,25,90,-17.4654541015625,0.0,17.4654541015625,,,,,,,,,1052.000811037933,1042.865031460011,13.729972361432829,7.489033810243843,-0.15106014746441654,-66859.22126775076,0.2516431011434295,,,,,0,0,0,0,-1,0
2024-02-09 00:00:00-05:00,TDG,1072.2486969585832,1079.7311992664943,1056.8954443901362,1060.7030029296875,283100,0.0,0.0,industrials,-0.7691089274443286,,,25,90,-8.22119140625,0.0,8.22119140625,,,,,,,,,1052.8295912181002,1043.5645597529397,13.132730559838137,8.617773160162702,-0.6665265886617739,-188693.6772501482,-0.11255020401516837,,,,,0,0,0,0,1,0
2024-02-12 00:00:00-05:00,TDG,1059.945206979384,1059.945206979384,1045.700161079476,1050.549560546875,219900,0.0,0.0,industrials,-0.9572370734096558,,,25,90,-10.1534423828125,0.0,10.1534423828125,,,,,,,,,1052.6124454398882,1043.8384813527018,11.532243553126364,9.200667238755436,-0.3191458277533033,-70180.1675229514,-0.34447236256435104,,,,,0,0,0,0,1,0
2024-02-13 00:00:00-05:00,TDG,1042.6786165683352,1064.0652031048207,1042.6786165683352,1062.9476318359375,270200,0.0,0.0,industrials,1.1801510137806837,,,25,90,12.3980712890625,12.3980712890625,-0.0,6.3856689453125,3.5840087890625,1.781711296244576,64.05090631259826,,,,,1053.5967489061786,1044.5878598030247,11.39251579861184,9.639036950726718,0.8954885795377714,241961.01419110582,-0.02187381089238714,,,,,0,0,0,0,1,0
